2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;638523;A-CR FAC COLD CREAM 40ML;124.61;13;1879.04;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;637244;A-AKERAT CREMA CORP 200ML;226.45;4;1050.72;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;119750;A-AGUA TERMAL AVENE 150ML;109.25;28;3548.28;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;119745;A-AGUA TERMAL AVENE 300ML;143.38;65;10810.66;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;648264;A-CLEANANCE EMUL 40ML ´10;198.57;9;2073.07;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;641986;A-CLEAN AC 40ML;209.95;29;7062.63;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;648134;A-CLEANANCE GEL 200ML;179.23;148;30769.78;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;644734;D-ELUTION SHAMPOO 200ML;141.68;26;4272.92;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;647491;A-BARRA DERMOLIMP C/C NF;79.66;14;1293.64;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;616184;A-CR CONT DE OJOS 10ML;173.54;3;603.90;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;610212;M-DERMOPAN BARRA 100GR;67.71;16;1256.70;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;928468;M-DERMALIBOUR 50ML;122.33;17;2412.25;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;646924;M-EXOMEGA BAÑO TRAT 250;151.34;1;175.56;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;638267;D-EXTRA SUAVE SHP 300ML N;130.29;6;906.82;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;616221;A-CR EXFOL FAC 50ML NVO;171.83;1;199.32;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;642171;D-ARGEAL SHP 200ML;130.29;5;755.68;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;636826;A-CLEANANCE K 40ML;204.83;11;2613.57;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;902285;A-YSTHEAL CONT OJOS 15ML;224.75;8;2085.63;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;900248;A-YSTHEAL+CREMA 30ML;270.26;3;940.49;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;644018;M-EXOMEGA LOC 400ML;236.69;24;6589.52;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;642488;D-KERACNYL MASC EXF 40ML;139.40;3;485.09;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;608820;A-CICALFATE CREMA 40 ML;153.62;86;15325.38;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;643815;A-HYDRA OPT RICHE 40MLNF;215.64;5;1250.71;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;643824;A-HYDRA OPT LEGER 40MLNF;215.64;12;3001.71;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;642486;D-KERACNYL GEL MOUS 200ML;173.54;4;805.20;
2014008763;2;57        ;AB   -00098739 ;20140926;271663.78;932570;D-ANAPHASE SHP 200ML;179.23;72;14969.08;
